org_id,pc1,pc2
ORG_351942141,0.09633993,0.22407793
ORG_334075217,0.023335157,-0.026944418
ORG_352023112,-0.021534866,-0.11459899
ORG_334122724,-0.06341873,-0.073803596
ORG_352103503,0.05036827,-0.06500371
ORG_352344586,-0.032190338,-0.1008512
ORG_208068312,-0.28287435,-0.18632294
ORG_223725235,0.060198043,0.03508609
ORG_356499614,0.026689505,0.05864318
ORG_223613475,-0.021642512,-0.017048793
ORG_223460471,0.0065862695,-0.2390909
ORG_205345678,0.070605755,-0.24360175
ORG_223349446,-0.034296576,-0.086498596
ORG_205119431,-0.28238124,-0.032871377
ORG_223222745,-0.0076276585,-0.25858906
ORG_363548503,-0.011675916,-0.07550439
ORG_363653203,-0.04363639,0.0021525312
ORG_363733520,-0.09073178,-0.10683734
ORG_363886738,-0.009985764,-0.068454996
ORG_364532949,0.03101954,0.2733154
ORG_364605936,-0.022848442,-0.07791149
ORG_364619286,-0.8360035,0.21551107
ORG_364760396,0.08415847,0.12190716
ORG_364815029,0.019824695,-0.08826394
ORG_364878692,-0.18684295,-0.026075512
ORG_366108056,0.03739331,-0.05239082
ORG_203240536,-0.30395538,0.07271746
ORG_203055691,-0.08816595,-0.03408992
ORG_222832513,-5.0560506e-05,-0.0024872972
ORG_352657719,0.0051547335,-0.115291566
ORG_371403813,-0.28287435,-0.18632294
ORG_371545544,-0.8360035,0.21551107
ORG_371553905,-0.8360035,0.21551107
ORG_371555378,-0.8360035,0.21551107
ORG_371566494,-0.020173093,-0.11646977
ORG_371586812,-0.061975207,-0.028960288
ORG_371632661,-0.8360035,0.21551107
ORG_371623061,0.013002593,-0.11422514
ORG_371735850,0.086749375,-0.015200431
ORG_371763242,0.019824697,-0.08826393
ORG_371949144,0.15216129,0.20191365
ORG_376045364,-0.14982423,-0.08026697
ORG_382115052,0.029101571,-0.042232238
ORG_382154407,0.15376234,0.2929994
ORG_201095695,-0.00041579365,-0.12251034
ORG_364832337,-0.032126296,-0.16588074
ORG_200914149,-0.00391779,0.048880734
ORG_382500182,-0.50951236,0.02091362
ORG_364995106,-0.056996223,-0.098022655
ORG_382675898,0.017647324,-0.05378314
ORG_382898492,0.053613108,-0.049804393
ORG_382964397,0.038113095,-0.26633233
ORG_383038947,-0.50951236,0.02091362
ORG_371633122,-0.02832629,-0.1665414
ORG_383356854,-0.058242008,0.02664521
ORG_383445405,0.06277344,-0.010819359
ORG_221662758,0.00671131,-0.028011091
ORG_372103769,0.038920213,-0.025794053
ORG_134205173,0.021998225,-0.15233962
ORG_208264861,-0.016956197,-0.09988301
ORG_390957756,-0.18758613,0.047474712
ORG_111947212,-0.018216543,0.0066910186
ORG_061817315,0.028013842,-0.16570942
ORG_391434759,-0.8360035,0.21551107
ORG_391445503,0.03739331,-0.05239082
ORG_391834261,0.084080756,-0.060522877
ORG_391488046,-0.8360035,0.21551107
ORG_391567470,-0.8360035,0.21551107
ORG_391576654,0.019824695,-0.08826394
ORG_391665990,-0.8360035,0.21551107
ORG_050535410,-0.35976216,0.10650636
ORG_391752652,-0.8360035,0.21551107
ORG_392035086,-0.8360035,0.21551107
ORG_392061502,-0.8360035,0.21551107
ORG_392087607,0.12031247,0.15180555
ORG_392685252,0.11023202,0.13626026
ORG_393059755,0.0069841426,-0.21446836
ORG_030534683,-0.15783863,0.002192295
ORG_393754188,0.061579153,-0.21796593
ORG_394634614,0.044598665,-0.1360213
ORG_394757026,0.059438396,0.10743993
ORG_395015869,0.08954832,0.07818062
ORG_392663386,0.067439474,0.03955303
ORG_030402329,0.06345488,-0.025405325
ORG_202446561,-0.054881096,-0.011402359
ORG_202383109,-0.03204532,-0.0742972
ORG_202336674,0.009435325,-0.1353466
ORG_411263000,0.00983714,0.01380367
ORG_010936079,0.12071441,0.13904226
ORG_010654909,-0.22780421,0.03376907
ORG_393206421,-0.022575798,-0.11924306
ORG_411674546,0.06140427,0.12839366
ORG_411722202,-0.020864386,0.03244371
ORG_237547199,0.1114117,-0.03261727
ORG_411821299,0.03868294,-0.017715873
ORG_411853079,-0.0010502923,0.017069131
ORG_994099489,0.03814601,0.024224218
ORG_411958485,-0.017007932,-0.049036436
ORG_413078813,-0.11547528,-0.07234733
ORG_416037652,0.017477525,0.009297583
ORG_420720025,0.010192458,0.021551657
ORG_393367521,-0.095294386,-0.13393983
ORG_992606434,-0.18869069,0.075384505
ORG_421123792,0.086749375,-0.015200421
ORG_421365112,0.086749375,-0.015200421
ORG_991421114,0.035570476,-0.085083194
ORG_421443044,0.03776795,-0.0448055
ORG_421521955,0.059126537,0.1357048
ORG_423190410,-0.01357596,-0.17150572
ORG_990822645,-0.3093034,0.036899775
ORG_990729820,-0.104583405,-0.035849463
ORG_990596362,0.029556409,-0.053630188
ORG_436093181,0.086749375,-0.015200421
ORG_450331046,0.03534576,-0.043215703
ORG_934834192,-0.010343963,-0.080494866
ORG_451599981,0.04225206,-0.10560413
ORG_451925638,-0.009336722,-0.045807775
ORG_452105782,0.08068135,-0.105497435
ORG_452635723,0.11331854,0.40074638
ORG_237538894,0.01308363,0.049700115
ORG_933723468,0.04831122,-0.0035422912
ORG_933603267,0.100839525,0.19295469
ORG_454016821,0.085884884,0.23483722
ORG_933294555,0.07252957,0.2687584
ORG_454616785,0.09208036,0.21405378
ORG_933219755,-0.22489935,-0.018419363
ORG_454848941,-0.1578846,-0.025536714
ORG_455481471,0.042731166,-0.046527408
ORG_460357190,-2.2350401e-05,-0.046521932
ORG_460578779,-0.029025003,-0.032682154
ORG_931440524,-0.029369751,-0.018587533
ORG_931438680,0.00822439,-0.013577606
ORG_461456961,0.06601169,0.24722373
ORG_462120124,0.0358623,-0.049820237
ORG_922775761,0.052623834,-0.0795538
ORG_462983110,-0.011375361,-0.07363686
ORG_463165808,0.102188304,-0.021780534
ORG_922008851,0.045019023,-0.032393925
ORG_463677088,0.006039269,-0.06743537
ORG_464502322,0.039859064,0.007394406
ORG_464619366,-0.010880244,-0.17731111
ORG_464680045,0.024116626,-0.05081142
ORG_464805537,0.051664032,-0.057061873
ORG_921016680,-0.033126064,-0.039990745
ORG_464840584,0.13787134,0.08720404
ORG_465089008,0.021231964,-0.071915165
ORG_465436288,-0.019129964,-0.12401573
ORG_465480260,-0.04100759,-0.034431502
ORG_920554153,0.09205654,0.21603404
ORG_920471025,-0.014171844,-0.11362054
ORG_920379920,0.024779059,-0.007662605
ORG_911833985,0.025349434,-0.01398684
ORG_470748594,0.04926179,-0.26931426
ORG_900932437,0.06876159,-0.051032685
ORG_900911343,0.055517178,0.15097213
ORG_470956579,-0.48732668,0.07099635
ORG_471368514,0.09920992,0.11939526
ORG_900332026,0.03163047,0.038084358
ORG_471876673,-0.004491232,-0.14823738
ORG_472000896,0.12084424,0.2956359
ORG_472258194,0.13410126,0.2826574
ORG_472356512,-0.10175367,-0.054407116
ORG_472457423,0.11762199,0.10858693
ORG_472476774,-0.038146958,-0.16045812
ORG_472905072,-0.18684295,-0.026075507
ORG_473231216,0.07604315,-0.08646423
ORG_473383524,0.026212845,-0.073834844
ORG_473671590,-0.12274852,-0.07082819
ORG_473978799,-0.24525525,0.035780072
ORG_474634954,0.008463268,-0.09947372
ORG_474751532,-0.21754435,0.036937304
ORG_475070447,0.010853278,-0.22923411
ORG_475203068,-0.030975068,-0.004255918
